tag,path,summary,required_params,all_params
BMRS Datasets,/datasets/INDDEM,Day and day-ahead indicated demand (INDDEM),,"boundary,publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/INDDEM/stream,Day and day-ahead indicated demand (INDDEM) stream,,"boundary,publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/INDGEN,Day and day-ahead indicated generation (INDGEN),,"boundary,publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/INDGEN/stream,Day and day-ahead indicated generation (INDGEN) stream,,"boundary,publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/INDO,Initial National Demand outturn (INDO),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/INDOD,Initial National Demand outturn daily (INDOD),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/INDOD/stream,Initial National Demand outturn daily (INDOD) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/ITSDO,Initial Transmission System Demand outturn (ITSDO),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/LOLPDRM,Loss of load probability and de-rated margin (LOLPDRM),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/LOLPDRM/stream,Loss of load probability and de-rated margin (LOLPDRM),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/MATL,Month-Ahead Total Load Forecast Per Bidding Zone (MATL / B0640),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/MATL/stream,Month-Ahead Total Load Forecast Per Bidding Zone (MATL / B0640) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/MDB,Maximum Delivery Bid (MDB),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,format"
BMRS Datasets,/datasets/MDB/stream,Maximum Delivery Bid (MDB) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/MDO,Maximum Delivery Offer (MDO),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,format"
BMRS Datasets,/datasets/MDO/stream,Maximum Delivery Offer (MDO) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/MDP,Maximum Delivery Period (MDP),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/MDP/stream,Maximum Delivery Period (MDP) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/MDV,Maximum Delivery Volume (MDV),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/MDV/stream,Maximum Delivery Volume (MDV) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/MELNGC,Day and day-ahead indicated margin (MELNGC),,"boundary,publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/MELNGC/stream,Day and day-ahead indicated margin (MELNGC) stream,,"boundary,publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/MELS,Maximum Export Limit (MELS),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/MELS/stream,Maximum Export Limit (MELS) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/MID,Market Index Data (MID),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,dataProviders,format"
BMRS Datasets,/datasets/MID/stream,Market Index Data (MID) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,dataProviders"
BMRS Datasets,/datasets/MILS,Maximum Import Limit (MILS),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/MILS/stream,Maximum Import Limit (MILS) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/MNZT,Minimum Non-Zero Time (MNZT),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/MNZT/stream,Minimum Non-Zero Time (MNZT) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/MZT,Minimum Zero Time (MZT),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/MZT/stream,Minimum Zero Time (MZT) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/NDF,Day and day-ahead National Demand forecast (NDF),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/NDF/stream,Day and day-ahead National Demand forecast (NDF) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/NDFD,2-14 days ahead National Demand and surplus forecast (NDFD),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/NDFD/stream,2-14 days ahead National Demand and surplus forecast (NDFD) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/NDFW,2-52 weeks ahead National Demand and surplus forecast (NDFW),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/NDFW/stream,2-52 weeks ahead National Demand and surplus forecast (NDFW) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/NDZ,Notice to Deviate from Zero (NDZ),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/NDZ/stream,Notice to Deviate from Zero (NDZ) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/NETBSAD,Net Balancing Services Adjustment Data (NETBSAD),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,format"
BMRS Datasets,/datasets/NETBSAD/stream,Net Balancing Services Adjustment Data (NETBSAD),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo"
BMRS Datasets,/datasets/NONBM,Non-BM STOR (NONBM),,"from,to,format"
BMRS Datasets,/datasets/NONBM/stream,Non-BM STOR (NONBM) stream,,"from,to"
BMRS Datasets,/datasets/NOU2T14D,2 to 14 days ahead generation availability aggregated data (NOU2T14D),,"publishDate,publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/NOU2T3YW,2 to 156 weeks ahead generation availability aggregated data (NOU2T3YW),,"publishDate,publishDateTimeFrom,publishDateTimeTo,week,year,format"
BMRS Datasets,/datasets/NTB,Notice to Deliver Bids (NTB),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/NTB/stream,Notice to Deliver Bids (NTB) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/NTO,Notice to Deliver Offers (NTO),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/NTO/stream,Notice to Deliver Offers (NTO) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/OCNMF3Y,2-156 weeks ahead demand surplus forecast (OCNMF3Y),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/OCNMF3Y/stream,2-156 weeks ahead demand surplus forecast (OCNMF3Y) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/OCNMF3Y2,2-156 weeks ahead demand margin forecast (OCNMF3Y2),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/OCNMF3Y2/stream,2-156 weeks ahead demand margin forecast (OCNMF3Y2) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/OCNMFD,2-14 days ahead demand surplus forecast (OCNMFD),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/OCNMFD/stream,2-14 days ahead demand surplus forecast (OCNMFD) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/OCNMFD2,2-14 days ahead demand margin forecast (OCNMFD2),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/OCNMFD2/stream,2-14 days ahead demand margin forecast (OCNMFD2) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/PBC,Procured Balancing Capacity (PBC),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/PBC/stream,Procured Balancing Capacity (PBC) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/PN,Physical Notifications (PN),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,format"
BMRS Datasets,/datasets/PN/stream,Physical Notifications (PN) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/PPBR,Prices Of Procured Balancing Reserves (PPBR / B1730),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/PPBR/stream,Prices Of Procured Balancing Reserves (PPBR / B1730) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/QAS,Balancing Services Volume (QAS),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/QAS/stream,Balancing Services Volume (QAS) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/QPN,Quiescent Physical Notifications (QPN),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,format"
BMRS Datasets,/datasets/QPN/stream,Quiescent Physical Notifications (QPN) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/RDRE,Run Down Rate Export (RDRE),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/RDRE/stream,Run Down Rate Export (RDRE) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/RDRI,Run Down Rate Import (RDRI),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/RDRI/stream,Run Down Rate Import (RDRI) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/REMIT,The Regulation on Wholesale Energy Markets Integrity and Transparency (REMIT),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/REMIT/stream,The Regulation on Wholesale Energy Markets Integrity and Transparency (REMIT) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/RURE,Run Up Rate Export (RURE),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/RURE/stream,Run Up Rate Export (RURE) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/RURI,Run Up Rate Import (RURI),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit,format"
BMRS Datasets,/datasets/RURI/stream,Run Up Rate Import (RURI) stream,"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,bmUnit"
BMRS Datasets,/datasets/RZDF,Restoration Region Demand Forecast (RZDF),"submissionDateTimeFrom,submissionDateTimeTo","submissionDateTimeFrom,submissionDateTimeTo,region,gspGroupId,format"
BMRS Datasets,/datasets/RZDF/stream,Restoration Region Demand Forecast (RZDF) stream,"submissionDateTimeFrom,submissionDateTimeTo","submissionDateTimeFrom,submissionDateTimeTo,region,gspGroupId"
BMRS Datasets,/datasets/RZDR,Restoration Region Demand Restored (RZDR),"submissionDateTimeFrom,submissionDateTimeTo","submissionDateTimeFrom,submissionDateTimeTo,region,gspGroupId,format"
BMRS Datasets,/datasets/RZDR/stream,Restoration Region Demand Restored (RZDR) Stream,"submissionDateTimeFrom,submissionDateTimeTo","submissionDateTimeFrom,submissionDateTimeTo,region,gspGroupId"
BMRS Datasets,/datasets/SEL,Stable Export Limit (SEL),,"from,to,bmUnit,format"
BMRS Datasets,/datasets/SEL/stream,Stable Export Limit (SEL) stream,,"from,to,bmUnit"
BMRS Datasets,/datasets/SIL,Stable Import Limit (SIL),,"from,to,bmUnit,format"
BMRS Datasets,/datasets/SIL/stream,Stable Import Limit (SIL) stream,,"from,to,bmUnit"
BMRS Datasets,/datasets/SOSO,SO-SO prices (SOSO),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/SOSO/stream,SO-SO prices (SOSO) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/SYSWARN,System warnings (SYSWARN),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/SYSWARN/stream,System warnings (SYSWARN) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/TEMP,Temperature data (TEMP),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/TSDF,Day and day-ahead Transmission System Demand forecast (TSDF),,"boundary,publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/TSDF/stream,Day and day-ahead Transmission System Demand forecast (TSDF) stream,,"boundary,publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/TSDFD,2-14 days ahead Transmission System Demand and surplus forecast (TSDFD),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/TSDFD/stream,2-14 days ahead Transmission System Demand and surplus forecast (TSDFD) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/TSDFW,2-52 weeks ahead Transmission System Demand and surplus forecast (TSDFW),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/TSDFW/stream,2-52 weeks ahead Transmission System Demand and surplus forecast (TSDFW) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/TUDM,Trading unit data (S0491_TUDM),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,tradingUnitName,tradingUnitType,format"
BMRS Datasets,/datasets/TUDM/stream,Trading unit data (S0491_TUDM) stream,"settlementDateFrom,settlementPeriodFrom,settlementDateTo,settlementPeriodTo","settlementDateFrom,settlementPeriodFrom,settlementDateTo,settlementPeriodTo,tradingUnitName,tradingUnitType"
BMRS Datasets,/datasets/UOU2T14D,2 to 14 days ahead generation availability aggregated by Balancing Mechanism Units (UOU2T14D),,"fuelType,publishDateTimeFrom,publishDateTimeTo,bmUnit,format"
BMRS Datasets,/datasets/UOU2T14D/stream,2 to 14 days ahead generation availability aggregated by Balancing Mechanism Units (UOU2T14D) stream,,"fuelType,publishDateTimeFrom,publishDateTimeTo,bmUnit"
BMRS Datasets,/datasets/UOU2T3YW,2 to 156 weeks ahead generation availability aggregated by Balancing Mechanism Units (UOU2T3YW),,"fuelType,publishDateTimeFrom,publishDateTimeTo,bmUnit,format"
BMRS Datasets,/datasets/UOU2T3YW/stream,2 to 156 weeks ahead generation availability aggregated by Balancing Mechanism Units (UOU2T3YW) stream,,"fuelType,publishDateTimeFrom,publishDateTimeTo,bmUnit"
BMRS Datasets,/datasets/WATL,Week-Ahead Total Load Forecast Per Bidding Zone (WATL / B0630),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/WATL/stream,Week-Ahead Total Load Forecast Per Bidding Zone (WATL / B0630) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/WINDFOR,Wind generation forecast (WINDFOR),,"publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/WINDFOR/stream,Wind generation forecast (WINDFOR) stream,,"publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/YAFM,Year Ahead Forecast Margin (YAFM / B0810),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/YAFM/stream,Year Ahead Forecast Margin (YAFM / B0810) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/YATL,Year-Ahead Total Load Forecast Per Bidding Zone (YATL / B0650),"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo,format"
BMRS Datasets,/datasets/YATL/stream,Year-Ahead Total Load Forecast Per Bidding Zone (YATL / B0650) stream,"publishDateTimeFrom,publishDateTimeTo","publishDateTimeFrom,publishDateTimeTo"
BMRS Datasets,/datasets/metadata/latest,Returns the time when each dataset was last updated,,format
Balancing Mechanism Dynamic,/balancing/dynamic,"Dynamic data per BMU (SEL, SIL, MZT, MNZT, MDV, MDP, NTB, NTO, NDZ)","bmUnit,snapshotAt","bmUnit,snapshotAt,until,snapshotAtSettlementPeriod,untilSettlementPeriod,dataset,format"
Balancing Mechanism Dynamic,/balancing/dynamic/all,"Market-wide dynamic data (SEL, SIL, MZT, MNZT, MDV, MDP, NTB, NTO, NDZ)","settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,dataset,format"
Balancing Mechanism Dynamic,/balancing/dynamic/dynamicParameters,"Dynamic parameters data per BMU (MDO, MDB)","bmUnit,from,to","bmUnit,from,to,settlementPeriodFrom,settlementPeriodTo,dataset,format"
Balancing Mechanism Dynamic,/balancing/dynamic/dynamicParameters/all,"Market-wide dynamic parameters data (MDO, MDB)","settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,dataset,format"
Balancing Mechanism Dynamic,/balancing/dynamic/rates,"Rate data per BMU (RDRE, RURE, RDRI, RURI)","bmUnit,snapshotAt","bmUnit,snapshotAt,until,snapshotAtSettlementPeriod,untilSettlementPeriod,dataset,format"
Balancing Mechanism Dynamic,/balancing/dynamic/rates/all,"Market-wide rate data (RDRE, RURE, RDRI, RURI)","settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,dataset,format"
Balancing Mechanism Physical,/balancing/physical,"Physical data per BMU (PN, QPN, MILS, MELS)","bmUnit,from,to","bmUnit,from,to,settlementPeriodFrom,settlementPeriodTo,dataset,format"
Balancing Mechanism Physical,/balancing/physical/all,"Market-wide physical data (PN, QPN, MILS, MELS)","dataset,settlementDate,settlementPeriod","dataset,settlementDate,settlementPeriod,bmUnit,format"
Balancing Services Adjustment - Disaggregated,/balancing/nonbm/disbsad/details,Disaggregated balancing services adjustment per settlement period (DISBSAD),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,format"
Balancing Services Adjustment - Disaggregated,/balancing/nonbm/disbsad/summary,Disaggregated balancing services adjustment time series (DISBSAD),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,format"
Balancing Services Adjustment - Net,/balancing/nonbm/netbsad,Net balancing services adjustment time series (NETBSAD),"from,to","from,to,settlementPeriodFrom,settlementPeriodTo,includeZero,format"
Balancing Services Adjustment - Net,/balancing/nonbm/netbsad/events,Net balancing services adjustment events (NETBSAD),count,"count,before,settlementPeriodBefore,format"
Bid-Offer,/balancing/bid-offer,Bid-offer data per BMU (BOD),"bmUnit,from,to","bmUnit,from,to,settlementPeriodFrom,settlementPeriodTo,format"
Bid-Offer,/balancing/bid-offer/all,Market-wide bid-offer data (BOD),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,format"
Bid-Offer Acceptances,/balancing/acceptances,Bid-offer acceptances per BMU (BOALF),"bmUnit,from,to","bmUnit,from,to,settlementPeriodFrom,settlementPeriodTo,format"
Bid-Offer Acceptances,/balancing/acceptances/all,Market-wide bid-offer acceptances (BOALF),"settlementDate,settlementPeriod","settlementDate,settlementPeriod,bmUnit,format"
